id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"21367959","2014-01-26 19:14:37","0","244","Membership testing of floats in Pandas int64 dataframe produces unexpected result","2","3","","avn2109","54","BrenBarn","244932"
"21390084","2014-01-27 19:40:47","0","6058","ValueError: Array contains NaN or infinity in _assert_all_finite during LinearSVC","1","2","","ekta","1570","ekta","1570"
"18479436","2013-08-28 04:25:22","4","2489","Combining MultiIndex and Index in a PANDAS DataFrame","1","5","0","Firas","526","DrSAR","1522"
"18464428","2013-08-27 11:42:54","0","591","Pandas stack columns in dataframe an make a histogram","1","3","0","jonas","13679","Viktor Kerkez","45518"
"18510180","2013-08-29 11:49:47","1","1510","Pandas timeseries, binning on one columnn and accumulate time spent in the bins","1","1","","jonas","13679","Wouter Overmeire","66546"
"18504967","2013-08-29 07:40:53","46","128944","Create new columns and fill with calculated values from same dataframe","3","0","0","jonas","13679","joris","134754"
"18528107","2013-08-30 08:15:43","1","4265","Pandas resample dataframe","2","1","","jonas","13679","",""
"18758104","2013-09-12 07:30:04","4","12156","python pandas to excel error","5","8","","jonas","13679","",""
"18743340","2013-09-11 14:01:00","6","9848","Pandas stack/groupby to make a new dataframe","2","0","0","jonas","13679","DSM","345177"
"18694312","2013-09-09 08:31:34","0","279","pandas stack dataframe imported from excel","2","9","","jonas","13679","Andy Hayden","364041"
"18897261","2013-09-19 14:19:23","17","34273","pandas plot dataframe barplot with colors by category","1","0","0","jonas","13679","Viktor Kerkez","45518"
"20906474","2014-01-03 15:00:46","757","942386","Import multiple CSV files into pandas and concatenate into one DataFrame","20","0","0","jonas","13679","Gaurav Singh","12967"
"20908018","2014-01-03 16:16:39","45","180818","Import multiple excel files into python pandas and concatenate them into one dataframe","8","4","0","jonas","13679","ericmjl","13791"
"20908786","2014-01-03 16:56:41","9","7011","Error when writing python pandas dataframe to csv file","1","0","0","jonas","13679","Paul H","66092"
"21024066","2014-01-09 15:16:52","5","15757","Annotate heatmap with value from Pandas dataframe","4","4","0","jonas","13679","8one6","13198"
"20394091","2013-12-05 07:36:29","4","9762","Pandas + Matplotlib, Make one color in barplot stand out","2","0","0","jonas","13679","Rutger Kassies","62550"
"20328952","2013-12-02 12:58:03","1","4042","Pandas/Matplotlib annotate on one column and label on another","1","0","","jonas","13679","jmz","4218"
"20675534","2013-12-19 07:13:49","7","5260","t test on Pandas dataframes and make a new matrix of resulting p values","1","0","","jonas","13679","alko","46594"
"20656663","2013-12-18 11:17:05","77","73699","Matplotlib/Pandas error using histogram","2","3","0","jonas","13679","joris","134754"
"22093471","2014-02-28 11:09:40","11","18912","How to subtract all rows in a dataframe with a row from another dataframe?","3","0","","jonas","13679","unutbu","852025"
"18500633","2013-08-29 00:50:09","1","409","Pandas DataFrame Advanced Slicing","1","2","","Guillaume","1277","Phillip Cloud","25059"
"20640454","2013-12-17 17:10:32","1","506","creating dictionary of dataframes within for-loop throws AssertionError [Pandas for Python]","1","0","","Brian Leach","3994","",""
"20600526","2013-12-15 22:13:55","2","160","creating dataframe from aperiodic data. (realigning timestamps) [Pandas Python]","1","0","","Brian Leach","3994","",""
"20571995","2013-12-13 17:01:55","2","1703","pandas read_csv does not capture final (unnamed) column into dataframe","3","0","","Brian Leach","3994","",""
"21203437","2014-01-18 11:25:43","0","975","Extending Pandas timeseries","0","3","0","Turtles Are Cute","3278","",""
"19597575","2013-10-25 19:04:10","4","2336","picking out elements based on complement of records in Python pandas","2","3","0","scagnetti","1465","Roman Pekar","108270"
"18992086","2013-09-24 21:08:19","114","177433","save a pandas.Series histogram plot to file","4","1","0","GeauxEric","2874","Phillip Cloud","25059"
"18290123","2013-08-17 15:00:10","27","85324","disable index pandas data frame","6","0","0","GeauxEric","2874","Viktor Kerkez","45518"
"18709714","2013-09-10 02:10:10","0","104","Using condition-based logic in group wise transformations","1","0","","AllenQ","1699","Phillip Cloud","25059"
"17775935","2013-07-21 19:16:35","87","128676","SQL-like window functions in PANDAS: Row Numbering in Python Pandas Dataframe","5","1","0","AllenQ","1699","Andy Hayden","364041"
"20726493","2013-12-22 05:19:04","6","2487","Python Pandas qcut behavior with # of observations not divisible by # of bins","1","1","","AllenQ","1699","HYRY","95369"
"21359453","2014-01-26 03:52:02","1","246","Python Pandas Strange Groupby Behavior depending on boolean criteria and merging","0","1","","AllenQ","1699","",""
"20279188","2013-11-29 05:48:56","5","2534","Python Pandas: Using Aggregate vs Apply to define new columns","1","3","","AllenQ","1699","Andy Hayden","364041"
"22047429","2014-02-26 16:31:08","0","235","Pandas dataframe row removal","2","3","","Zihs","347","",""
"21938533","2014-02-21 15:32:27","0","1225","Pandas dynamic column creation","2","0","","Zihs","347","Phillip Cloud","25059"
"18969034","2013-09-23 21:14:57","2","2018","Parsing Data From Long to Wide Format in Python","2","4","0","UnivStudent","402","Wes McKinney","102497"
"20179393","2013-11-24 18:49:12","1","344","Transformation of transactions to numpy array","1","4","","flyingmeatball","7627","Roman Pekar","108270"
"20184634","2013-11-25 04:11:03","1","1804","Efficient way to load file into 2d numpy array","4","0","","flyingmeatball","7627","DSM","345177"
"19085280","2013-09-30 01:39:52","9","10110","Pandas Merge Error: MemoryError","1","7","","agconti","17880","",""
"17598881","2013-07-11 16:36:57","1","199","Using df.apply() with a Pandas MuliIndex / carrying out operations on hierarchical index rows?","1","0","","agconti","17880","Jeff","126372"
"17599310","2013-07-11 17:00:47","2","678","Reduce Two Pandas Series to a Single One","1","0","","agconti","17880","Jeff","126372"
"17973877","2013-07-31 14:56:29","10","6940","Pandas: df.groupby(x, y).apply() across multiple columns parameter error","1","0","","agconti","17880","",""
"18291713","2013-08-17 17:51:44","4","4211","How to conditionally select items from a pandas Series","2","0","0","Kutoff","384","Phillip Cloud","25059"
"19636370","2013-10-28 13:41:34","2","1835","DataFrame.groupby(TimeGrouper=""d""): Invalid length for values or for binner","1","1","","Xiphias","4528","Jeff","126372"
"21353977","2014-01-25 17:44:50","2","209","Why do pyplot methods apply instantly and subplot axes methods do not?","2","0","","Xiphias","4528","Francesco Montesano","8533"
"21281914","2014-01-22 11:40:44","0","233","My pandas-generated subplots are layouted incorrectly","1","0","","Xiphias","4528","HYRY","95369"
"21233233","2014-01-20 11:47:25","0","115","Statistics function fails with a converted pandas DataFrame","0","3","","Xiphias","4528","",""
"21574882","2014-02-05 10:39:29","0","1781","Why does .loc work with integer index positions?","0","3","","Xiphias","4528","",""
"21018654","2014-01-09 11:16:23","157","120043","Strings in a DataFrame, but dtype is object","4","1","0","Xiphias","4528","HYRY","95369"
"21634079","2014-02-07 17:27:46","0","47","Both selections yield the same result, but with one I cannot assign values to the DataFrame","0","8","","Xiphias","4528","",""
"22069625","2014-02-27 13:13:22","2","221","How can I simulate a Python shell most effectively and securely?","2","1","0","Xiphias","4528","Martijn Pieters","1066569"
"18926696","2013-09-20 22:15:37","10","27980","Python3 and pandas","6","0","0","dwanderson","2775","zero323","324457"
"19137413","2013-10-02 12:55:43","0","84","Creating DataFrame with columns related to inputdata","1","0","0","user21988","67","",""
"19395019","2013-10-16 04:02:16","1","97","for loop over 20 data frames on each day simultaneously","1","0","0","user21988","67","",""
"21917198","2014-02-20 19:06:07","2","2229","Pandas dot product ValueError","0","2","","Geraldine","771","",""
"21868105","2014-02-18 23:54:13","0","282","Problems with pandas tutorial - missing file bikes.csv and special characters in keys","1","4","","MrCartoonology","2007","",""
"20262448","2013-11-28 09:38:54","10","16295","How to write to an existing excel file without breaking formulas with openpyxl?","4","0","0","BP_","2527","",""
"20219254","2013-11-26 14:05:22","165","341623","How to write to an existing excel file without overwriting data (using pandas)?","17","4","0","BP_","2527","Ski","14317"
"21513659","2014-02-02 17:23:15","2","2215","pandas column division ValueError (putmask: mask and data must be the same size)","1","1","","Marvin Ward Jr","1039","Jeff","126372"
"19648799","2013-10-29 02:52:00","3","600","Create a matrix from dynamic dictionary","4","0","0","Puffin GDI","1702","ericmjl","13791"
"22180558","2014-03-04 18:59:19","0","60","How to group data by each two (3,7) hours groups in pandas?","1","0","","Philipp_Kats","3972","Andy Hayden","364041"
"21539260","2014-02-03 22:34:56","2","175","Assign to MultiIndex slice","2","0","","twiecki","1316","Jeff","126372"
"21295506","2014-01-22 22:36:57","0","75","Join flat index with hierarchical indexed DataFrame","1","0","","twiecki","1316","Jeff","126372"
"19744527","2013-11-02 17:09:03","11","17888","Pandas read_stata() with large .dta files","5","1","0","Jonathan","303","",""
"21121908","2014-01-14 19:09:16","2","3036","How do I slice array labels in python pandas?","2","0","","John Smizz","173","",""
"21859501","2014-02-18 16:22:01","0","484","pandas - determine the duration of an event","1","2","","Mike Marotta","137","CT Zhu","53088"
"19938734","2013-11-12 19:59:24","4","242","Reference the Current State of a DataFrame during Method Chaining","1","3","","jonblunt","51","",""
"19730653","2013-11-01 16:09:06","0","629","slicing on a perod index in pandas when slice start and end may be out of bounds","1","0","","jonblunt","51","",""
"21638917","2014-02-07 22:25:44","1","528","Problems with pylab errorbar and pandas","0","7","","Nate","1908","",""
"20940805","2014-01-05 23:55:16","17","1875","Python particles simulator: out-of-core processing","5","5","0","user2304916","7932","user2304916","7932"
"18951414","2013-09-23 03:33:39","0","186","Add matrices with different dimensions and labels","2","4","","stackit","3046","",""
"17943528","2013-07-30 09:42:05","3","2890","Series plot pandas color","1","0","","Maxi","557","Andy Hayden","364041"
"18252576","2013-08-15 12:24:37","2","88","Count recurring sets and add as new column","1","0","","user2309282","121","Andy Hayden","364041"
"20701484","2013-12-20 10:27:10","55","79320","Why do I get only one parameter from a statsmodels OLS fit","6","3","0","Tom","2809","behzad.nouri","75531"
"21751472","2014-02-13 10:27:08","1","1105","Plotting - pandas - distribution in boxplots and norm distribution in histograms","1","2","","kotrfa","1221","finviz","16"
"19862570","2013-11-08 15:24:24","7","2467","python pandas beginner: multi-dimensional data-analysis workflow (groupby+agg+plot)","1","3","0","sascha","32550","Dan Allan","34433"
"19914937","2013-11-11 20:07:30","274","367927","Applying function with multiple arguments to create a new pandas column","7","0","0","Michael","13384","alko","46594"
"19991445","2013-11-15 00:47:00","133","274183","Run an OLS regression with Pandas Data Frame","6","0","0","Michael","13384","",""
"20724919","2013-12-22 00:18:54","10","29538","Pandas Dataframe AttributeError: 'DataFrame' object has no attribute 'design_info'","1","9","0","Michael","13384","Josef","22197"
"21319929","2014-01-23 21:41:11","316","826850","How to determine whether a Pandas Column contains a particular value","10","0","0","Michael","13384","Andy Hayden","364041"
"21385337","2014-01-27 15:51:43","0","2618","AttributeError: [Pandas] 'DataFrame' object has no attribute 'mode'","0","2","","Michael","13384","",""
"21367710","2014-01-26 18:51:36","10","27528","Replace values in Pandas data frame within a loop","1","0","0","Michael","13384","DSM","345177"
"19718531","2013-10-31 23:43:12","7","15007","Selecting unique observations in a pandas data frame","2","2","0","Michael","13384","cwharland","6335"
"19530708","2013-10-23 00:29:12","8","24879","Pandas Dataframe add header without replacing current header","2","4","0","horatio1701d","8909","",""
"21218866","2014-01-19 15:43:29","0","1980","Combinging Multiple Json Objects as one DataFrame in Python Pandas","2","0","","horatio1701d","8909","Andy Hayden","364041"
"21137150","2014-01-15 12:14:36","278","434858","Format / Suppress Scientific Notation from Pandas Aggregation Results","8","5","0","horatio1701d","8909","Dan Allan","34433"
"21010255","2014-01-09 01:49:36","2","1638","Combining Rows of Lists in Column containing Integers with Python","1","1","","horatio1701d","8909","Joe Hooper","816"
"20683491","2013-12-19 13:52:54","1","1542","Combining Python Pandas Dataframe outputs from program Into One Dataframe","1","6","0","horatio1701d","8909","",""
"20643437","2013-12-17 19:54:29","6","47716","Create pandas dataframe from json objects","2","14","0","horatio1701d","8909","Andy Hayden","364041"
"20533619","2013-12-12 01:55:44","0","141","Trying to parse JSON files with Python to Load into Database","1","2","","horatio1701d","8909","",""
"22115819","2014-03-01 14:49:50","2","2124","Handling Duplicate Columns in Pandas DataFrame constructor from SQLAlchemy Join","1","0","0","horatio1701d","8909","van","75133"
"22091306","2014-02-28 09:37:11","3","4188","Pandas: DataReader in combination with ISIN identification","2","2","0","Andy","9593","",""
"20067264","2013-11-19 09:06:17","3","2199","Pandas: drop_duplicates with condition","2","3","","Andy","9593","",""
"19666218","2013-10-29 18:21:56","8","6650","Pandas: Use iterrows on Dataframe subset","2","1","0","Andy","9593","",""
"19119056","2013-10-01 14:37:23","2","260","Pandas: Combine different timespans and cumsum","0","4","","Andy","9593","",""
"18872807","2013-09-18 12:53:05","0","832","python pandas loop through dataframe return dictionary","1","0","","user2333196","5536","Viktor Kerkez","45518"
"19738169","2013-11-02 01:58:40","56","119735","Convert column of date objects in Pandas DataFrame to strings","3","0","0","user2333196","5536","Jeff","126372"
"19529708","2013-10-22 22:45:25","0","3912","maximum recursion error Python","1","10","","user2333196","5536","abarnert","357224"
"18427711","2013-08-25 09:46:27","2","2138","calculating running totals in separate columns in Pandas DF","2","1","0","user2333196","5536","Viktor Kerkez","45518"
"18343444","2013-08-20 19:26:48","1","703","pandas groupby values in different column","2","0","0","user2333196","5536","unutbu","852025"
"17966315","2013-07-31 09:17:35","2","3539","doing calculations in pandas dataframe based on trailing row","1","1","0","user2333196","5536","Andy Hayden","364041"
"17972938","2013-07-31 14:18:28","87","162636","Check if a string in a Pandas DataFrame column is in a list of strings","4","1","0","user2333196","5536","Andy Hayden","364041"
"20033111","2013-11-17 16:22:56","85","112803","Python Pandas add column for row-wise max value of selected columns","3","1","0","user2333196","5536","Roman Pekar","108270"
"21345138","2014-01-25 00:51:59","1","255","How to get an indexed DataFrame of value counts where values are datetime strings","1","0","","Emil","349","Andy Hayden","364041"
"18522816","2013-08-29 23:57:22","3","2460","Why doesn't dataframe groupby with a single group return a dataframe?","1","2","0","patricksurry","5598","Phillip Cloud","25059"
"18518077","2013-08-29 18:07:44","0","195","Why does pandas groupby cut give different form of output with single record input?","0","3","","patricksurry","5598","",""
"21030174","2014-01-09 20:11:44","27","34141","How do I test if an object is a pandas datetime index?","4","0","0","piRSquared","288248","Andy Hayden","364041"
"21635915","2014-02-07 19:11:45","39","9915","Why does pandas apply calculate twice","3","0","0","piRSquared","288248","cs95","385943"
"21610363","2014-02-06 17:51:43","6","498","pass an undefined method call to an attribute containing a different object","1","0","","piRSquared","288248","Ashwini Chaudhary","245899"
"18945563","2013-09-22 15:36:16","1","905","Pandas Dataframe merging columns","3","0","","trinity","69","",""
"19079819","2013-09-29 15:35:07","0","886","Pandas dataframe column multiplication","1","5","","trinity","69","",""
"19013619","2013-09-25 19:31:54","2","2324","removing column in pandas dataframe","1","0","","trinity","69","",""
"19348851","2013-10-13 18:42:07","4","125495","'numpy.ndarray' object is not callable error","3","0","0","trinity","69","",""
"20689112","2013-12-19 18:32:32","-1","2091","convert string 'yyyy-mm-dd hh:mm:ss' date to integer (pandas, python)","2","0","","user2343952","23","",""
"20000100","2013-11-15 11:30:32","1","207","How to select from different columns conditionally in pandas","1","2","0","gungor","391","HYRY","95369"
"18673420","2013-09-07 12:41:01","4","1180","Indexing pandas dataframe to return first data point from each day","1","0","0","Michael","486","unutbu","852025"
"19917603","2013-11-11 22:54:19","0","259","Pandas .plot() call freezing GUI","0","4","","Thomas Murphy","1388","",""
"18705593","2013-09-09 19:33:53","1","725","Using read_csv in pandas to read incomplete lines","0","2","0","M Hernandez","23","",""
"20951185","2014-01-06 13:36:12","5","4998","Python - map() to split and get first part only","4","2","0","ComputerFellow","11800","unutbu","852025"
"20951840","2014-01-06 14:15:37","7","5440","Pandas - Groupby and create new DataFrame?","2","4","","ComputerFellow","11800","unutbu","852025"
"20956671","2014-01-06 18:26:11","4","1208","Merge Duplicates based on column?","1","0","0","ComputerFellow","11800","Justin","42755"
"20965046","2014-01-07 06:11:04","73","102049","Cumulative sum and percentage on column?","3","0","0","ComputerFellow","11800","BrenBarn","244932"
"21523911","2014-02-03 09:42:24","0","104","Redundant index number in Pandas - can I disable it?","0","2","","Blaszard","31245","",""
"19870745","2013-11-09 00:14:25","13","4298","Equivalent of transform in R/ddply in Python/pandas?","1","0","0","Blaszard","31245","unutbu","852025"
"19993518","2013-11-15 04:23:29","5","5276","Use ternary operator in apply function in pandas dataframe, without grouping columns","3","0","","Blaszard","31245","Roman Pekar","108270"
"19946353","2013-11-13 05:51:37","2","5132","Plotting dot plot with enough space of ticks in Python/matplotlib?","1","3","","Blaszard","31245","Joe Kington","277446"
"20206835","2013-11-26 01:18:54","2","3738","Install pandas v.0.13 (dev version) in Python 2.7","1","3","0","Blaszard","31245","",""
"20277358","2013-11-29 02:15:02","79","81680","Sort pandas dataframe both on values of a column and index?","6","0","0","Blaszard","31245","",""
"19826013","2013-11-07 00:59:09","2","218","Count the number of matched element in pandas","2","2","0","Blaszard","31245","Roman Pekar","108270"
"19630328","2013-10-28 08:44:34","4","11860","Check if one value exists in any rows of any columns in pandas?","1","0","0","Blaszard","31245","Roman Pekar","108270"
"17950374","2013-07-30 14:53:03","157","499336","Converting a column within pandas dataframe from int to string","7","1","0","Malfet","1671","",""
"21473570","2014-01-31 06:10:12","11","19923","How to plot columns on x axis and use index as y axis using pandas?","1","0","0","JAB","12501","Nipun Batra","11147"
"22117623","2014-03-01 17:20:38","0","122","More pythonic way to turn list of nested dicts to tables in pandas?","0","3","","JAB","12501","",""
"22205159","2014-03-05 17:43:04","5","3209","Format pandas datatime object to show fiscal years from Feb to Feb and be formatted as %Y?","2","0","0","JAB","12501","JAB","12501"
"21928247","2014-02-21 07:41:36","0","53","Parse a complicated .csv in Python","0","3","","Will Luce","1783","",""
"18965026","2013-09-23 17:10:44","9","2043","Concatenate Two DataFrames With Hierarchical Columns","2","2","0","YourEconProf","301","Jeff","126372"
"17682230","2013-07-16 16:37:44","3","5367","Pandas: Convert DataFrame with MultiIndex to dict","2","0","0","ojdo","8430","G.G","689"
"17834652","2013-07-24 12:54:41","3","968","How to make stacked bar plot for Pandas DataFrame work?","1","0","0","ojdo","8430","erkinc","34"
"18578686","2013-09-02 18:05:45","6","1228","Pandas: join with outer product","1","0","0","ojdo","8430","unutbu","852025"
"18648013","2013-09-06 00:26:00","1","2217","from pandas import * -- Python issue","1","1","","Thomas","357","",""
"18645023","2013-09-05 20:09:32","2","3290","Pandas: Replace a set of rows by their sum","2","1","","user2383521","323","Phillip Cloud","25059"
"18672584","2013-09-07 10:57:42","1","1180","Identify elements of a dataframe satisfying a condition","3","0","","user2383521","323","Andy Hayden","364041"
"21825715","2014-02-17 09:52:30","1","462","Filtering pandas in Python using 'where'","1","0","0","gussilago","922","unutbu","852025"
"21938440","2014-02-21 15:28:47","1","120","Subtracting rows in pandas having different column types","1","0","","gussilago","922","Alvaro Fuentes","17025"
"21753922","2014-02-13 12:12:36","3","2362","Reading chunks of csv file in Python using pandas","2","0","0","gussilago","922","unutbu","852025"
"17748570","2013-07-19 14:26:43","9","10251","Conditional formatting for 2- or 3-scale coloring of cells of a table","2","1","0","IcemanBerlin","3297","IcemanBerlin","3297"
"20972967","2014-01-07 13:32:38","4","10134","python dataframe convert week number to month","1","0","","IcemanBerlin","3297","joris","134754"
"20970279","2014-01-07 11:20:20","58","123294","how to do a left,right and mid of a string in a pandas dataframe","2","0","0","IcemanBerlin","3297","alko","46594"
"20990863","2014-01-08 08:53:35","15","27018","python pandas add leading zero to make all months 2 digits","3","0","0","IcemanBerlin","3297","HYRY","95369"
"21001041","2014-01-08 16:20:27","1","975","How to slice a pandas dataframe by columns using a mix of array of labels and slice of objects?","2","0","0","IcemanBerlin","3297","Jeff","126372"
"20887194","2014-01-02 16:26:14","3","6010","python pandas How to remove outliers from a dataframe and replace with an average value of preceding records","1","0","0","IcemanBerlin","3297","",""
"20654175","2013-12-18 09:28:42","2","692","Pandas Dataframe Add a value to a new Column based on the previous row limited to the maximum value in that column","2","0","","IcemanBerlin","3297","Andrey Shokhin","11390"
"20541045","2013-12-12 10:33:56","2","123","How to simply format fields in a python dataframe","1","0","","IcemanBerlin","3297","",""
"20136691","2013-11-22 03:50:13","-2","2285","Converting an array into a single string","1","4","","Matt","3507","duck","2493"
"21147764","2014-01-15 20:41:40","3","1243","pandas module in sublime text 2 + sublimeREPL?","0","7","","Chrispy","1320","",""
"21196572","2014-01-17 21:50:03","2","12777","python pandas not concat'ing into empty DataFrame","1","4","","Chrispy","1320","",""
"21173753","2014-01-16 21:57:46","3","2575","IPython and OS X terminal output is line wrapping before column limit","1","3","0","Chrispy","1320","Chrispy","1320"
"21343304","2014-01-24 22:02:07","3","1407","Anacondas install messed with IPython pandas import?","2","0","0","Chrispy","1320","",""
"21226031","2014-01-20 03:58:39","3","1910","validate rows before computing values using python/pandas DataFrame","1","0","","Chrispy","1320","Andy Hayden","364041"
"21249206","2014-01-21 04:30:50","24","15206","How to configure display output in IPython pandas","2","9","0","Chrispy","1320","Andy Hayden","364041"
"20807541","2013-12-27 20:42:19","3","11535","Python Pandas read_excel() module not found","6","9","0","user2397611","49","",""
"18509378","2013-08-29 11:11:52","0","163","Data structure python","2","3","","Donbeo","17237","",""
"21723830","2014-02-12 09:34:01","18","84666","replace rows in a pandas data frame","2","6","0","Donbeo","17237","",""
"20853474","2013-12-31 07:18:17","198","377643","ImportError: No module named dateutil.parser","11","6","0","Mona Jalal","35632","Angel","3617"
"20854072","2013-12-31 08:09:19","2","5656","Receiving `KeyError: u'no item named XYZ'` error","1","4","0","Mona Jalal","35632","alko","46594"
"17793871","2013-07-22 17:36:56","3","495","Column recoding based on count of distincts","1","0","0","ADJ","5032","Dan Allan","34433"
"17904527","2013-07-28 02:49:55","0","275","Dummy variables from levels of other data frame","1","0","","ADJ","5032","TomAugspurger","28422"
"18936957","2013-09-21 19:56:21","49","83392","Count distinct words from a Pandas Data Frame","10","0","0","ADJ","5032","Zeugma","31441"
"21897920","2014-02-20 04:08:14","6","4970","Python Pandas Frequency documentation","1","4","0","goofd","2048","U2EF1","12953"
"17602581","2013-07-11 20:12:22","3","3375","dictionary of dictionary key to multi index","2","0","","user2426361","387","",""
"21282773","2014-01-22 12:18:53","1","2145","how to aggregate by month of datetime in pandas frame?","1","0","","joe","177","HYRY","95369"
"21307832","2014-01-23 12:13:17","4","12738","How to display Chinese in matplotlib plot","5","0","","joe","177","zaxliu","2736"
"19343016","2013-10-13 07:56:51","3","1705","Parse through an xml in python","1","1","","PronojitS","87","mzjn","49351"
"19748000","2013-11-02 23:15:32","2","1691","Understanding this Pandas script","1","6","0","AEA","223","rtrwalker","1021"
"20883189","2014-01-02 12:39:03","1","490","Formatting data in pandas","1","0","0","AEA","223","",""
"17950835","2013-07-30 15:12:36","4","9019","Pandas: DataFrame filtering using groupby and a function","2","0","0","Matthijs","829","Dan Allan","34433"
"18016037","2013-08-02 11:40:37","52","130728","Pandas ParserError EOF character when reading multiple csv files to HDF5","12","5","0","Matthijs","829","",""
"18331129","2013-08-20 09:07:46","1","1668","Python numpy MemoryError - Loading multiple CSV files into HDF5 store and reading into DataFrame","1","3","","Matthijs","829","Jeff","126372"
"18509854","2013-08-29 11:34:06","1","1697","reshape data frame in pandas with pivot table","2","0","0","user139014","1465","Viktor Kerkez","45518"
"18626017","2013-09-05 00:43:27","1","185","stack columns in pandas DataFrame CSV","1","0","","user139014","1465","Phillip Cloud","25059"
"18158089","2013-08-10 02:23:06","2","3196","counting unique value pairs in pandas","2","0","0","user139014","1465","Phillip Cloud","25059"
"19452653","2013-10-18 14:51:06","7","2334","Outer join in Python for thousands of large tables","2","5","","Parzival","2024","Jeff","126372"
"17591765","2013-07-11 11:07:27","2","1723","Iterate over HDFStore using chunksize saving into new HDFStore","1","0","","Mattijn","13245","Jeff","126372"
"17611929","2013-07-12 09:40:04","1","325","How to select columns from frame in HDFStore","1","0","","Mattijn","13245","Jeff","126372"
"17691912","2013-07-17 05:38:14","1","852","Problems with merging on-disk tables with millions of rows","1","1","","Mattijn","13245","Jeff","126372"
"19851005","2013-11-08 03:19:20","286","645708","Rename Pandas DataFrame Index","9","3","0","Mattijn","13245","Andy Hayden","364041"
"20193835","2013-11-25 13:03:44","1","6659","Parse dates when year month day and hour are in separate columns using pandas in python","1","0","","Mattijn","13245","Rutger Kassies","62550"
"19914508","2013-11-11 19:43:20","3","5953","What is the fastest way to serialize a DataFrame besides to_pickle?","2","0","0","capitalistcuttle","1709","Jeff","126372"
"17902818","2013-07-27 21:53:45","4","3096","How can I ""compile"" scripts using the Pandas module with pyinstaller?","1","2","","capitalistcuttle","1709","capitalistcuttle","1709"
"19570096","2013-10-24 15:26:02","0","476","How to sum across entire DataFrame with mixed types?","1","2","","capitalistcuttle","1709","Jeff","126372"
"20716437","2013-12-21 06:55:06","-5","668","python pandas library installation","1","2","","user2468646","1","",""
"17968556","2013-07-31 11:01:58","1","2271","detecting jumps on pandas index dates","1","0","0","ben filippi","68","Andy Hayden","364041"
"18540563","2013-08-30 19:55:38","2","627","Find last column matching pattern in each row","4","0","","bjornarneson","747","Viktor Kerkez","45518"
"18472800","2013-08-27 18:22:14","0","2977","Calculate difference from previous year/forecast in pandas dataframe","1","0","","bjornarneson","747","",""
"18724778","2013-09-10 16:54:46","0","2424","Pandas Pivot Table Display in ReportLab","1","0","","bjornarneson","747","bjornarneson","747"
"19501510","2013-10-21 18:00:08","6","5272","Divide entire pandas multiIndex dataframe by dataframe variable","1","0","0","bjornarneson","747","Jeff","126372"
"19245666","2013-10-08 10:48:02","0","4011","Grouping and Transforming Pandas Data","2","4","0","Woody Pride","13647","",""
"19205763","2013-10-06 05:32:27","0","3903","Collapsing Data using GroupBy Pandas","1","0","","Woody Pride","13647","BrenBarn","244932"
"19155625","2013-10-03 09:32:10","3","335","Iterating simultaneously/List comprehension issue (in UDF to obtain Merge Report in Pandas)","1","5","0","Woody Pride","13647","",""
"19761140","2013-11-04 03:19:40","4","3548","Calling Functions with Multiple Arguments when using Groupby","1","2","0","Woody Pride","13647","",""
"19783446","2013-11-05 07:00:11","1","93","Strange Behaviour of Missing Values when drawn from a DataFrame/Series","1","4","","Woody Pride","13647","",""
"19615760","2013-10-27 07:41:51","38","29069","Groupby with User Defined Functions Pandas","1","0","0","Woody Pride","13647","Roman Pekar","108270"
"19619082","2013-10-27 14:21:16","3","4869","Pass Multiple Columns to groupby.transform","2","0","0","Woody Pride","13647","HYRY","95369"
"17692948","2013-07-17 06:46:10","1","258","DataFrame Column with missing values won't accept input","1","0","","Woody Pride","13647","Ben Lerner","1318"
"17661136","2013-07-15 18:22:45","6","26089","'CSV does not exist' - Pandas DataFrame","3","1","0","Woody Pride","13647","Dr. Jan-Philip Gehrcke","33847"
"20541772","2013-12-12 11:04:35","0","103","Indexing issue pandas data frame","0","4","","Woody Pride","13647","",""
"20603925","2013-12-16 05:15:41","2","16398","Label based indexing Pandas (.loc)","2","16","0","Woody Pride","13647","BrenBarn","244932"
"19890554","2013-11-10 13:58:33","0","836","Passing multiple columns as arguments to aggregation function groupby","1","1","","Woody Pride","13647","",""
"19876484","2013-11-09 13:25:38","4","154","Naming Aggregation Functions with Multiple Arguments (GroupBy)","0","0","","Woody Pride","13647","",""
"18669699","2013-09-07 04:27:00","1","1132","How to get a combined look at two different DataFrames","3","3","","pandita","4799","Andy Hayden","364041"
"20313002","2013-12-01 14:09:18","0","1022","Pandas clean column and apply optional multiplier","2","0","","pandita","4799","behzad.nouri","75531"
"18404946","2013-08-23 14:10:45","17","19399","Py Pandas .format(dataframe)","1","0","0","Fabio Pomi","317","unutbu","852025"
"21532331","2014-02-03 16:20:06","0","106","Trying to merge dataFrame","1","1","","aaaa","265","jmz","4218"
"21337369","2014-01-24 16:15:27","2","1479","More concise way to use combine_first on multiple pandas DataFrames","0","2","","8one6","13198","",""
"21058333","2014-01-11 03:52:30","25","26583","Compute *rolling* maximum drawdown of pandas Series","6","1","0","8one6","13198","Warren Weckesser","111675"
